cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.2,"(+/- 1.6 )",8.8,"(+/- 0.9 )",10.2,"(+/- 1.7 )",11.2,"(+/- 1.6 )",7.9,"(+/- 1.4 )",9.2,"(+/- 1.5 )",16.7,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.7,"(+/- 1.5 )",14.2,"(+/- 1.4 )",10.8,"(+/- 1.4 )",12.4,"(+/- 1.4 )",10.7,"(+/- 1.4 )",7.2,"(+/- 1.1 )",19.5,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.8,"(+/- 2.5 )",25.9,"(+/- 2.1 )",33.4,"(+/- 2.8 )",32.1,"(+/- 2.2 )",24.6,"(+/- 2.4 )",21.8,"(+/- 2.2 )",37.8,"(+/- 2.5 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",156759,"(+/- 4879 )",159113,"(+/- 4994 )",184664,"(+/- 5100 )",152292,"(+/- 5210 )",172764,"(+/- 4676 )",167806,"(+/- 5486 )",170797,"(+/- 8099 )"
Education,"School Enrollment","Nursery school, preschool",6685,"(+/- 1722 )",10824,"(+/- 2040 )",8910,"(+/- 2086 )",8939,"(+/- 1748 )",9555,"(+/- 1854 )",10957,"(+/- 1811 )",9630,"(+/- 2098 )"
Education,"School Enrollment",Kindergarten,9703,"(+/- 1993 )",8413,"(+/- 1434 )",10253,"(+/- 1993 )",8773,"(+/- 2140 )",7876,"(+/- 1577 )",7319,"(+/- 1489 )",8025,"(+/- 1605 )"
Education,"School Enrollment","Elementary school (grades 1-8)",70245,"(+/- 3741 )",68560,"(+/- 3590 )",70898,"(+/- 3441 )",70648,"(+/- 3224 )",73080,"(+/- 2737 )",73194,"(+/- 3697 )",62508,"(+/- 4075 )"
Education,"School Enrollment","High school (grades 9-12)",37457,"(+/- 2815 )",33741,"(+/- 2184 )",33542,"(+/- 2747 )",34684,"(+/- 2602 )",37199,"(+/- 2560 )",38374,"(+/- 2256 )",33167,"(+/- 3018 )"
Education,"School Enrollment","College or graduate school",32669,"(+/- 3349 )",37575,"(+/- 3210 )",61061,"(+/- 4188 )",29248,"(+/- 2532 )",45054,"(+/- 3790 )",37962,"(+/- 3395 )",57467,"(+/- 4893 )"
Education,"Educational Attainment","Population 25 years and over",498018,"(+/- 3091 )",462069,"(+/- 4597 )",485973,"(+/- 4193 )",478734,"(+/- 4663 )",508746,"(+/- 1870 )",485802,"(+/- 5922 )",440716,"(+/- 8488 )"
Education,"Educational Attainment","Less than 9th grade",14362,"(+/- 2662 )",19065,"(+/- 1909 )",23068,"(+/- 2997 )",24930,"(+/- 2430 )",17397,"(+/- 2773 )",14533,"(+/- 2385 )",16965,"(+/- 2953 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",44540,"(+/- 4562 )",42762,"(+/- 3529 )",49441,"(+/- 4448 )",56731,"(+/- 5167 )",36831,"(+/- 3583 )",29426,"(+/- 3134 )",43022,"(+/- 4228 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",167287,"(+/- 7656 )",147536,"(+/- 5993 )",150179,"(+/- 6314 )",163910,"(+/- 6114 )",138163,"(+/- 5734 )",114939,"(+/- 5361 )",157227,"(+/- 7012 )"
Education,"Educational Attainment","Some college, no degree",103009,"(+/- 5270 )",100874,"(+/- 4265 )",99658,"(+/- 6713 )",105245,"(+/- 4604 )",101670,"(+/- 5670 )",101328,"(+/- 6183 )",88689,"(+/- 5504 )"
Education,"Educational Attainment","Associate's degree",44489,"(+/- 4138 )",43236,"(+/- 2951 )",47236,"(+/- 4100 )",43963,"(+/- 3794 )",44494,"(+/- 3584 )",38726,"(+/- 3401 )",39770,"(+/- 3796 )"
Education,"Educational Attainment","Bachelor's degree",80114,"(+/- 4986 )",68419,"(+/- 4206 )",65939,"(+/- 4517 )",54939,"(+/- 4448 )",106173,"(+/- 6042 )",115867,"(+/- 5910 )",56524,"(+/- 5040 )"
Education,"Educational Attainment","Graduate or professional degree",44217,"(+/- 4964 )",40177,"(+/- 2724 )",50452,"(+/- 3957 )",29016,"(+/- 2520 )",64018,"(+/- 4302 )",70983,"(+/- 5138 )",38519,"(+/- 3365 )"
Education,"Educational Attainment","Percent high school graduate or higher",88.2,"(+/- 1.1 )",86.6,"(+/- 0.9 )",85.1,"(+/- 1.1 )",82.9,"(+/- 1.1 )",89.3,"(+/- 0.9 )",91.0,"(+/- 0.9 )",86.4,"(+/- 1.1 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",25.0,"(+/- 1.5 )",23.5,"(+/- 1.0 )",24.0,"(+/- 1.2 )",17.5,"(+/- 1.0 )",33.5,"(+/- 1.4 )",38.5,"(+/- 1.6 )",21.6,"(+/- 1.3 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",244615,G,216247,G,187543,G,191868,G,270428,G,261623,G,300897,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1127,G,1663,G,731,G,738,G,180,H,558,G,1232,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",500,G,292,J,512,J,2015,G,127,J,974,H,600,G
Business,"Paid employees for pay period including March 12",Utilities,1618,G,2860,H,1127,H,1191,J,111,J,3397,J,5577,J
Business,"Paid employees for pay period including March 12",Construction,16277,G,9502,G,7899,G,7181,G,12661,G,16480,G,15655,G
Business,"Paid employees for pay period including March 12",Manufacturing,27761,G,28264,G,39765,G,53976,G,41103,G,18220,G,49003,G
Business,"Paid employees for pay period including March 12","Wholesale trade",10723,G,10707,G,6787,G,6653,G,9671,G,11624,G,16618,G
Business,"Paid employees for pay period including March 12","Retail trade",37463,G,32490,G,28788,G,27592,G,34882,G,40317,G,26366,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9862,G,11692,G,7621,G,6179,G,6499,G,4479,G,17155,G
Business,"Paid employees for pay period including March 12",Information,4229,G,3215,H,2083,H,2452,H,6128,H,12067,G,3665,H
Business,"Paid employees for pay period including March 12","Finance and insurance",9273,G,7280,G,4463,G,6048,G,6813,H,21714,G,13797,J
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4411,G,2780,G,1998,H,1799,G,2883,G,3886,G,5410,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",12406,G,9888,G,5493,G,3981,G,44531,G,13131,G,11372,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",3216,G,1909,G,984,H,1500,G,1855,G,5439,G,4271,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",20049,G,12519,G,12454,G,10219,G,12214,G,20262,G,18624,G
Business,"Paid employees for pay period including March 12","Educational services",5247,H,3757,G,3027,H,749,G,4016,G,5325,H,3951,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",32773,G,37871,G,27868,G,30745,G,41522,G,32891,G,62970,H
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3514,G,2312,G,1514,G,1289,G,3941,G,5273,H,2783,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",31656,G,26746,G,26069,G,19556,G,30032,G,29898,G,25874,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12472,G,10485,G,8346,G,7992,G,11246,G,15665,G,15961,G
Business,"Paid employees for pay period including March 12","Industries not classified",38,J,15,G,14,J,13,J,13,J,23,J,13,G
Business,"Annual payroll ($1,000)","Total for all sectors",10417508,G,8582686,G,6740794,G,7021599,G,13159970,G,13304277,G,14820323,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",44855,G,72012,G,28407,G,25009,G,7612,G,27645,G,57230,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",41785,H,15323,H,40215,J,175362,H,7827,J,83846,J,38004,G
Business,"Annual payroll ($1,000)",Utilities,151722,H,290897,H,87992,H,105895,J,10344,H,424915,J,582631,J
Business,"Annual payroll ($1,000)",Construction,855500,G,457576,G,361545,G,327962,G,591454,G,1048549,G,957157,G
Business,"Annual payroll ($1,000)",Manufacturing,1897405,G,1244202,G,2025448,G,2300234,G,2371919,G,1006148,G,2974484,H
Business,"Annual payroll ($1,000)","Wholesale trade",607774,G,572577,G,334157,G,315276,G,548896,G,874697,G,956147,G
Business,"Annual payroll ($1,000)","Retail trade",1015434,G,868796,G,731287,G,732262,G,942005,G,1104692,G,726121,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",487821,G,635562,G,288063,G,268920,G,348822,H,232267,G,769375,G
Business,"Annual payroll ($1,000)",Information,254116,G,145124,G,93872,H,119201,J,308747,H,850331,G,199920,H
Business,"Annual payroll ($1,000)","Finance and insurance",589963,G,432448,G,235546,G,300598,G,427093,H,1988616,G,1053162,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",172784,G,98097,G,81177,G,57336,G,117045,G,240948,G,237684,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",828587,G,669754,G,250593,G,166831,G,4111749,G,871192,G,886226,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",326639,H,128719,G,40574,H,134677,G,139378,G,766337,G,358841,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",624241,H,338137,G,334724,G,258926,G,405099,G,809064,G,479068,G
Business,"Annual payroll ($1,000)","Educational services",151186,H,111049,G,86736,H,15595,G,143116,H,169612,H,106125,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1468707,G,1772683,G,1127297,G,1228397,G,1882409,H,1719290,G,3398650,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",55387,G,37216,G,32166,G,22280,G,57548,G,109445,G,50763,H
Business,"Annual payroll ($1,000)","Accommodation and food services",533285,G,403586,G,380095,G,275802,G,453505,G,521362,G,433996,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",309828,G,288623,G,180480,G,190050,G,285160,G,454801,G,554147,G
Business,"Annual payroll ($1,000)","Industries not classified",489,G,305,G,420,G,986,J,242,G,520,G,592,H
Business,"Total Establishments","Total for all sectors",15921,X,14184,X,11746,X,12581,X,15250,X,16449,X,13630,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",142,X,169,X,130,X,119,X,31,X,56,X,154,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",34,X,14,X,18,X,50,X,11,X,31,X,33,X
Business,"Total Establishments",Utilities,56,X,67,X,58,X,48,X,8,X,70,X,54,X
Business,"Total Establishments",Construction,1367,X,1029,X,957,X,920,X,1120,X,1415,X,861,X
Business,"Total Establishments",Manufacturing,568,X,505,X,554,X,757,X,650,X,500,X,611,X
Business,"Total Establishments","Wholesale trade",857,X,676,X,424,X,575,X,682,X,985,X,843,X
Business,"Total Establishments","Retail trade",2811,X,2623,X,2268,X,2510,X,2575,X,2573,X,2424,X
Business,"Total Establishments","Transportation and warehousing",574,X,470,X,368,X,506,X,341,X,369,X,521,X
Business,"Total Establishments",Information,284,X,280,X,190,X,194,X,273,X,311,X,266,X
Business,"Total Establishments","Finance and insurance",1184,X,1070,X,811,X,966,X,1010,X,1374,X,822,X
Business,"Total Establishments","Real estate and rental and leasing",867,X,589,X,496,X,393,X,719,X,785,X,565,X
Business,"Total Establishments","Professional, scientific, and technical services",1432,X,1218,X,891,X,807,X,1968,X,1797,X,1268,X
Business,"Total Establishments","Management of companies and enterprises",105,X,86,X,43,X,71,X,66,X,154,X,103,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",776,X,568,X,532,X,414,X,695,X,833,X,518,X
Business,"Total Establishments","Educational services",149,X,130,X,84,X,67,X,157,X,166,X,126,X
Business,"Total Establishments","Health care and social assistance",1418,X,1491,X,1156,X,1511,X,1861,X,1697,X,1401,X
Business,"Total Establishments","Arts, entertainment, and recreation",207,X,171,X,98,X,143,X,183,X,240,X,164,X
Business,"Total Establishments","Accommodation and food services",1408,X,1372,X,1238,X,1089,X,1354,X,1345,X,1336,X
Business,"Total Establishments","Other services (except public administration)",1663,X,1643,X,1416,X,1424,X,1532,X,1728,X,1546,X
Business,"Total Establishments","Industries not classified",19,X,13,X,14,X,17,X,14,X,20,X,14,X

"Source: 2018 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. Beginning with reference year 2017, a cell is only published if it contains three or more establishments.  In all other cases, the cell is not included in the release (i.e., it is dropped from publication).  In prior years, employment and payroll values for cells with fewer than three establishments would have been suppressed; however, the number of establishments would have been published."
"5. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
