cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Education,"School Enrollment","Nursery school, preschool",8406,"(+/- 1423 )",9036,"(+/- 1326 )",11467,"(+/- 1752 )",10665,"(+/- 1586 )",10224,"(+/- 1918 )",13048,"(+/- 2325 )",11389,"(+/- 1691 )",8974,"(+/- 2708 )",10643,"(+/- 1808 )",12427,"(+/- 1944 )",13448,"(+/- 2007 )",11401,"(+/- 2057 )",14126,"(+/- 1549 )",10959,"(+/- 1616 )",11715,"(+/- 1600 )",8926,"(+/- 1682 )",14755,"(+/- 2050 )",16962,"(+/- 2286 )",13029,"(+/- 1921 )",13120,"(+/- 2314 )",10298,"(+/- 2137 )",11214,"(+/- 2379 )",10843,"(+/- 2426 )",9197,"(+/- 1565 )",10264,"(+/- 1745 )",11069,"(+/- 2009 )",12900,"(+/- 1951 )",8689,"(+/- 1424 )",9822,"(+/- 1374 )",11466,"(+/- 1763 )",10488,"(+/- 1856 )",11556,"(+/- 2343 )",12586,"(+/- 2067 )",8666,"(+/- 1645 )",13312,"(+/- 2179 )",7351,"(+/- 1592 )",10587,"(+/- 1883 )",8785,"(+/- 1652 )",12788,"(+/- 1814 )",11844,"(+/- 2016 )",8445,"(+/- 1874 )",11391,"(+/- 2176 )",12482,"(+/- 2264 )",13186,"(+/- 2234 )",14769,"(+/- 2721 )",14381,"(+/- 2681 )",11387,"(+/- 2222 )",12219,"(+/- 2078 )",12452,"(+/- 2400 )",10796,"(+/- 1909 )",11321,"(+/- 2341 )",12580,"(+/- 2201 )",10659,"(+/- 2297 )"
Education,"School Enrollment",Kindergarten,8881,"(+/- 1651 )",10184,"(+/- 1400 )",11052,"(+/- 1548 )",11331,"(+/- 2140 )",9434,"(+/- 1866 )",12281,"(+/- 2060 )",9413,"(+/- 1380 )",10305,"(+/- 2528 )",9793,"(+/- 1770 )",8514,"(+/- 1250 )",8987,"(+/- 1893 )",5269,"(+/- 1241 )",9035,"(+/- 1444 )",10705,"(+/- 1835 )",10702,"(+/- 1843 )",14171,"(+/- 2191 )",9572,"(+/- 1593 )",8906,"(+/- 1601 )",8108,"(+/- 1375 )",8978,"(+/- 1638 )",13216,"(+/- 2495 )",15068,"(+/- 2413 )",14246,"(+/- 2698 )",7320,"(+/- 1495 )",9095,"(+/- 1652 )",7442,"(+/- 1544 )",7642,"(+/- 1641 )",6041,"(+/- 1072 )",9010,"(+/- 1817 )",8603,"(+/- 1817 )",9533,"(+/- 1902 )",8123,"(+/- 1313 )",6591,"(+/- 1423 )",8572,"(+/- 1723 )",10330,"(+/- 1901 )",5687,"(+/- 1414 )",7651,"(+/- 1643 )",7560,"(+/- 1494 )",9439,"(+/- 2051 )",10907,"(+/- 1502 )",11424,"(+/- 1861 )",13151,"(+/- 2355 )",10874,"(+/- 2231 )",9314,"(+/- 1762 )",7919,"(+/- 1476 )",9418,"(+/- 1870 )",7955,"(+/- 1290 )",7494,"(+/- 1498 )",7768,"(+/- 2092 )",8768,"(+/- 1498 )",10026,"(+/- 1849 )",9256,"(+/- 1773 )",10412,"(+/- 2154 )"
Education,"School Enrollment","Elementary school (grades 1-8)",64432,"(+/- 2785 )",58311,"(+/- 2652 )",72674,"(+/- 3425 )",67565,"(+/- 2734 )",63872,"(+/- 3835 )",85814,"(+/- 4798 )",73070,"(+/- 4552 )",88143,"(+/- 6127 )",96957,"(+/- 4465 )",93657,"(+/- 4437 )",71014,"(+/- 4256 )",44801,"(+/- 2180 )",54491,"(+/- 3102 )",56826,"(+/- 3143 )",83357,"(+/- 4302 )",100019,"(+/- 4913 )",62852,"(+/- 4365 )",77826,"(+/- 4266 )",74264,"(+/- 3818 )",78831,"(+/- 3340 )",99904,"(+/- 6475 )",101367,"(+/- 5362 )",84171,"(+/- 5881 )",67719,"(+/- 2508 )",82712,"(+/- 6378 )",76185,"(+/- 2578 )",57369,"(+/- 4085 )",45062,"(+/- 4414 )",74561,"(+/- 5090 )",61655,"(+/- 5281 )",83616,"(+/- 5719 )",63225,"(+/- 5285 )",58453,"(+/- 4205 )",61425,"(+/- 5068 )",87870,"(+/- 5701 )",73826,"(+/- 5730 )",59771,"(+/- 5319 )",68754,"(+/- 4286 )",64579,"(+/- 4899 )",90916,"(+/- 5684 )",96356,"(+/- 4584 )",100998,"(+/- 4876 )",73641,"(+/- 5396 )",83215,"(+/- 5149 )",73153,"(+/- 4425 )",75046,"(+/- 4322 )",70948,"(+/- 4631 )",60827,"(+/- 4168 )",70144,"(+/- 4710 )",77431,"(+/- 5296 )",79941,"(+/- 4153 )",63382,"(+/- 5047 )",65736,"(+/- 4873 )"
Education,"School Enrollment","High school (grades 9-12)",32167,"(+/- 2146 )",36396,"(+/- 3071 )",40718,"(+/- 3320 )",39589,"(+/- 2407 )",35180,"(+/- 2708 )",38082,"(+/- 3457 )",45060,"(+/- 3250 )",47515,"(+/- 4077 )",53722,"(+/- 3441 )",47271,"(+/- 2577 )",43786,"(+/- 3280 )",19510,"(+/- 1792 )",32189,"(+/- 2319 )",33126,"(+/- 2863 )",41251,"(+/- 3379 )",54054,"(+/- 3054 )",37156,"(+/- 3046 )",41101,"(+/- 3209 )",38051,"(+/- 2682 )",46823,"(+/- 3279 )",55721,"(+/- 3935 )",47607,"(+/- 3752 )",51583,"(+/- 4196 )",33705,"(+/- 2097 )",51103,"(+/- 4093 )",42212,"(+/- 2277 )",32403,"(+/- 2803 )",24733,"(+/- 2636 )",41588,"(+/- 3159 )",32511,"(+/- 3126 )",45733,"(+/- 3862 )",35178,"(+/- 3098 )",31254,"(+/- 3225 )",33494,"(+/- 3436 )",47996,"(+/- 3572 )",39369,"(+/- 3993 )",30749,"(+/- 3628 )",36468,"(+/- 3158 )",38258,"(+/- 3735 )",50254,"(+/- 3622 )",51099,"(+/- 4124 )",53476,"(+/- 4716 )",39289,"(+/- 3230 )",40227,"(+/- 3630 )",39809,"(+/- 3321 )",43973,"(+/- 3246 )",31051,"(+/- 3109 )",35663,"(+/- 2624 )",38480,"(+/- 3718 )",40511,"(+/- 3862 )",48490,"(+/- 3857 )",33720,"(+/- 3543 )",33149,"(+/- 3891 )"
Education,"School Enrollment","College or graduate school",50570,"(+/- 3588 )",48821,"(+/- 3777 )",79721,"(+/- 4789 )",33201,"(+/- 2553 )",46853,"(+/- 3895 )",64890,"(+/- 4696 )",55230,"(+/- 4706 )",42544,"(+/- 4396 )",53314,"(+/- 4518 )",52473,"(+/- 4404 )",49077,"(+/- 3845 )",57690,"(+/- 4387 )",84075,"(+/- 5492 )",58372,"(+/- 4117 )",47288,"(+/- 3888 )",56103,"(+/- 4720 )",56471,"(+/- 4721 )",56408,"(+/- 4003 )",63403,"(+/- 4482 )",69424,"(+/- 4691 )",46978,"(+/- 4346 )",56072,"(+/- 4938 )",51698,"(+/- 5137 )",93276,"(+/- 3739 )",56997,"(+/- 5103 )",47808,"(+/- 3769 )",64704,"(+/- 4547 )",45897,"(+/- 3974 )",55627,"(+/- 4214 )",61987,"(+/- 5301 )",66235,"(+/- 4918 )",61368,"(+/- 4405 )",63824,"(+/- 4003 )",61122,"(+/- 4638 )",63879,"(+/- 5148 )",42741,"(+/- 4695 )",71132,"(+/- 6296 )",65352,"(+/- 4612 )",60384,"(+/- 4208 )",50295,"(+/- 3847 )",74916,"(+/- 4735 )",59044,"(+/- 4004 )",57553,"(+/- 4798 )",54760,"(+/- 4799 )",88837,"(+/- 6312 )",61776,"(+/- 4365 )",61620,"(+/- 4261 )",51558,"(+/- 4182 )",47230,"(+/- 5202 )",55978,"(+/- 4817 )",55807,"(+/- 4666 )",76311,"(+/- 5131 )",84739,"(+/- 8352 )"
Education,"Educational Attainment","Population 25 years and over",502634,"(+/- 5359 )",514776,"(+/- 5714 )",492041,"(+/- 6040 )",552358,"(+/- 6183 )",519390,"(+/- 7277 )",514711,"(+/- 7926 )",531936,"(+/- 8052 )",448074,"(+/- 8127 )",505038,"(+/- 8146 )",489271,"(+/- 4551 )",535458,"(+/- 6080 )",624292,"(+/- 6356 )",553531,"(+/- 4981 )",545305,"(+/- 7726 )",550420,"(+/- 7456 )",449986,"(+/- 8483 )",572018,"(+/- 9102 )",528134,"(+/- 8959 )",508258,"(+/- 11270 )",475688,"(+/- 4769 )",424849,"(+/- 10792 )",477908,"(+/- 8886 )",482820,"(+/- 9299 )",476471,"(+/- 1844 )",469409,"(+/- 10003 )",491060,"(+/- 3670 )",524931,"(+/- 9658 )",541874,"(+/- 10843 )",480197,"(+/- 15133 )",559906,"(+/- 16714 )",491524,"(+/- 9660 )",485687,"(+/- 10637 )",508984,"(+/- 11138 )",518267,"(+/- 12228 )",485100,"(+/- 8609 )",542185,"(+/- 8543 )",518935,"(+/- 14877 )",485813,"(+/- 9957 )",504099,"(+/- 8541 )",432756,"(+/- 10086 )",477323,"(+/- 7874 )",546396,"(+/- 9159 )",508495,"(+/- 13759 )",460026,"(+/- 12041 )",549853,"(+/- 9792 )",478516,"(+/- 8973 )",501717,"(+/- 10434 )",521323,"(+/- 10099 )",500886,"(+/- 8397 )",508173,"(+/- 11465 )",477722,"(+/- 12089 )",539667,"(+/- 11062 )",551681,"(+/- 13499 )"
Education,"Educational Attainment","Less than 9th grade",14626,"(+/- 2356 )",20837,"(+/- 3085 )",32770,"(+/- 4136 )",13896,"(+/- 2340 )",30600,"(+/- 3377 )",36185,"(+/- 4526 )",19714,"(+/- 3050 )",29025,"(+/- 4199 )",52959,"(+/- 4850 )",50312,"(+/- 5535 )",33080,"(+/- 3872 )",39952,"(+/- 3811 )",32880,"(+/- 3221 )",35049,"(+/- 3861 )",24533,"(+/- 2975 )",79042,"(+/- 4496 )",27119,"(+/- 3733 )",13725,"(+/- 2658 )",53159,"(+/- 4810 )",76776,"(+/- 6503 )",97542,"(+/- 6533 )",47299,"(+/- 5074 )",33127,"(+/- 4365 )",41810,"(+/- 4173 )",35675,"(+/- 4503 )",45829,"(+/- 3181 )",40423,"(+/- 3920 )",33166,"(+/- 3642 )",80708,"(+/- 5707 )",33943,"(+/- 4400 )",35391,"(+/- 4260 )",61321,"(+/- 4823 )",8819,"(+/- 1887 )",97388,"(+/- 5356 )",64272,"(+/- 5331 )",43689,"(+/- 6076 )",62493,"(+/- 5086 )",48434,"(+/- 5154 )",28879,"(+/- 3455 )",117509,"(+/- 6213 )",64231,"(+/- 4927 )",29313,"(+/- 4064 )",60350,"(+/- 4942 )",89976,"(+/- 5232 )",12824,"(+/- 2256 )",76118,"(+/- 5048 )",48913,"(+/- 4567 )",26347,"(+/- 3942 )",29766,"(+/- 3702 )",34754,"(+/- 4338 )",62135,"(+/- 4641 )",12636,"(+/- 3088 )",24916,"(+/- 3905 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",33242,"(+/- 3131 )",26606,"(+/- 2480 )",33484,"(+/- 3859 )",25095,"(+/- 2821 )",29600,"(+/- 2584 )",32849,"(+/- 3347 )",28352,"(+/- 3064 )",48645,"(+/- 5043 )",41656,"(+/- 4176 )",39000,"(+/- 4134 )",33499,"(+/- 3820 )",28480,"(+/- 3208 )",30228,"(+/- 3850 )",24538,"(+/- 3588 )",26990,"(+/- 2931 )",63535,"(+/- 5531 )",21005,"(+/- 2668 )",11209,"(+/- 1926 )",36078,"(+/- 3636 )",36178,"(+/- 3505 )",62823,"(+/- 4962 )",34487,"(+/- 3755 )",39333,"(+/- 4418 )",28584,"(+/- 3603 )",35462,"(+/- 3374 )",25560,"(+/- 2886 )",27253,"(+/- 3569 )",24670,"(+/- 3029 )",56966,"(+/- 3976 )",24322,"(+/- 3174 )",51442,"(+/- 4983 )",45818,"(+/- 4018 )",8855,"(+/- 1800 )",55099,"(+/- 5022 )",64772,"(+/- 4682 )",53000,"(+/- 5803 )",36591,"(+/- 4436 )",42784,"(+/- 4683 )",21885,"(+/- 3042 )",67330,"(+/- 4344 )",47264,"(+/- 4254 )",32663,"(+/- 4425 )",49558,"(+/- 4282 )",67427,"(+/- 4804 )",17029,"(+/- 2559 )",63763,"(+/- 4619 )",40441,"(+/- 3591 )",27693,"(+/- 4251 )",20367,"(+/- 3394 )",27236,"(+/- 3460 )",65944,"(+/- 5498 )",12935,"(+/- 2370 )",25653,"(+/- 3424 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",126087,"(+/- 5445 )",86831,"(+/- 5219 )",118829,"(+/- 5590 )",115634,"(+/- 5063 )",111318,"(+/- 6210 )",130008,"(+/- 6569 )",109928,"(+/- 6927 )",130904,"(+/- 7535 )",142612,"(+/- 7159 )",145920,"(+/- 6793 )",88054,"(+/- 5795 )",71280,"(+/- 5297 )",82426,"(+/- 4651 )",87460,"(+/- 6244 )",101557,"(+/- 5632 )",111131,"(+/- 7723 )",73005,"(+/- 6232 )",57177,"(+/- 5547 )",96178,"(+/- 6479 )",91547,"(+/- 5088 )",111741,"(+/- 7013 )",106395,"(+/- 7235 )",127147,"(+/- 6462 )",89345,"(+/- 5390 )",111141,"(+/- 6108 )",101178,"(+/- 5743 )",95987,"(+/- 6003 )",93645,"(+/- 5047 )",113451,"(+/- 7070 )",93299,"(+/- 5876 )",120797,"(+/- 5877 )",134102,"(+/- 6319 )",48073,"(+/- 4783 )",108490,"(+/- 6738 )",125432,"(+/- 6330 )",138953,"(+/- 7707 )",85974,"(+/- 5823 )",122919,"(+/- 6719 )",91120,"(+/- 5916 )",108761,"(+/- 5582 )",136901,"(+/- 6795 )",140886,"(+/- 6767 )",113538,"(+/- 8015 )",115134,"(+/- 5854 )",63209,"(+/- 4472 )",119119,"(+/- 7553 )",100852,"(+/- 6055 )",83086,"(+/- 4567 )",72904,"(+/- 4987 )",114045,"(+/- 6775 )",129528,"(+/- 7595 )",53921,"(+/- 4448 )",97752,"(+/- 7203 )"
Education,"Educational Attainment","Some college, no degree",143576,"(+/- 5287 )",117275,"(+/- 5719 )",122055,"(+/- 5264 )",141600,"(+/- 5538 )",125362,"(+/- 5560 )",122396,"(+/- 5784 )",136110,"(+/- 6266 )",119288,"(+/- 6076 )",110144,"(+/- 6208 )",126688,"(+/- 6623 )",101013,"(+/- 5919 )",77227,"(+/- 5493 )",80580,"(+/- 4472 )",85607,"(+/- 5122 )",92499,"(+/- 5545 )",101809,"(+/- 5439 )",68911,"(+/- 4425 )",66700,"(+/- 5066 )",95450,"(+/- 5659 )",88937,"(+/- 4170 )",82977,"(+/- 5901 )",117908,"(+/- 5856 )",126770,"(+/- 6714 )",107188,"(+/- 5516 )",110979,"(+/- 5793 )",102321,"(+/- 5871 )",81393,"(+/- 5713 )",84943,"(+/- 4851 )",86905,"(+/- 5434 )",111181,"(+/- 6251 )",118815,"(+/- 6783 )",99914,"(+/- 5118 )",75708,"(+/- 5657 )",70388,"(+/- 3838 )",111040,"(+/- 6360 )",133007,"(+/- 6292 )",95397,"(+/- 6777 )",109980,"(+/- 5803 )",101098,"(+/- 6015 )",72478,"(+/- 5017 )",111233,"(+/- 6192 )",146160,"(+/- 8440 )",99566,"(+/- 5932 )",94737,"(+/- 5526 )",100582,"(+/- 5751 )",92820,"(+/- 5913 )",105217,"(+/- 5744 )",106914,"(+/- 4865 )",99680,"(+/- 5783 )",130621,"(+/- 6995 )",108897,"(+/- 6388 )",96084,"(+/- 5242 )",126244,"(+/- 7337 )"
Education,"Educational Attainment","Associate's degree",55378,"(+/- 3420 )",43567,"(+/- 3675 )",50948,"(+/- 3694 )",61551,"(+/- 4183 )",49664,"(+/- 3514 )",40794,"(+/- 3668 )",58387,"(+/- 3796 )",42493,"(+/- 4108 )",43980,"(+/- 3798 )",39071,"(+/- 3518 )",40056,"(+/- 4251 )",27214,"(+/- 2855 )",29641,"(+/- 3758 )",42602,"(+/- 3764 )",40476,"(+/- 3381 )",34880,"(+/- 3381 )",37873,"(+/- 3669 )",31863,"(+/- 3115 )",38644,"(+/- 3741 )",40922,"(+/- 3138 )",24457,"(+/- 2819 )",54503,"(+/- 4392 )",49664,"(+/- 4772 )",39365,"(+/- 2956 )",43638,"(+/- 4162 )",43412,"(+/- 3248 )",39119,"(+/- 3286 )",44870,"(+/- 4024 )",35083,"(+/- 3401 )",43866,"(+/- 3200 )",37730,"(+/- 3966 )",36069,"(+/- 3293 )",28754,"(+/- 2665 )",30082,"(+/- 2578 )",31050,"(+/- 3698 )",42332,"(+/- 3684 )",29668,"(+/- 3316 )",40986,"(+/- 3440 )",44085,"(+/- 3039 )",23144,"(+/- 2618 )",33769,"(+/- 2898 )",52456,"(+/- 5270 )",34295,"(+/- 3567 )",24368,"(+/- 2501 )",45257,"(+/- 4399 )",25649,"(+/- 3008 )",34969,"(+/- 3036 )",44815,"(+/- 3723 )",41921,"(+/- 4451 )",44729,"(+/- 3702 )",36113,"(+/- 3518 )",34925,"(+/- 3656 )",53645,"(+/- 4196 )"
Education,"Educational Attainment","Bachelor's degree",87167,"(+/- 4226 )",137892,"(+/- 5384 )",83536,"(+/- 4743 )",131043,"(+/- 5232 )",108698,"(+/- 5750 )",102207,"(+/- 5266 )",118074,"(+/- 4867 )",48977,"(+/- 4620 )",77489,"(+/- 5292 )",64339,"(+/- 4811 )",141176,"(+/- 6478 )",223942,"(+/- 7300 )",166580,"(+/- 5925 )",156655,"(+/- 6267 )",160260,"(+/- 5905 )",42817,"(+/- 4100 )",173723,"(+/- 7264 )",164645,"(+/- 6948 )",120840,"(+/- 5970 )",83336,"(+/- 4714 )",32602,"(+/- 3321 )",76363,"(+/- 5111 )",72822,"(+/- 4796 )",102887,"(+/- 4892 )",87885,"(+/- 4004 )",108572,"(+/- 5105 )",142726,"(+/- 6565 )",172130,"(+/- 6932 )",83490,"(+/- 5539 )",164684,"(+/- 7551 )",77344,"(+/- 4497 )",78002,"(+/- 4464 )",200514,"(+/- 7375 )",112469,"(+/- 6854 )",65362,"(+/- 4856 )",81655,"(+/- 6073 )",124065,"(+/- 7171 )",83379,"(+/- 4109 )",143308,"(+/- 6463 )",32484,"(+/- 3172 )",52818,"(+/- 4349 )",95938,"(+/- 5988 )",105733,"(+/- 6589 )",51976,"(+/- 4342 )",185843,"(+/- 8102 )",69270,"(+/- 4914 )",117789,"(+/- 6112 )",147208,"(+/- 5934 )",140708,"(+/- 6083 )",101050,"(+/- 5978 )",53562,"(+/- 4132 )",188464,"(+/- 8425 )",143226,"(+/- 5834 )"
Education,"Educational Attainment","Graduate or professional degree",42558,"(+/- 3532 )",81768,"(+/- 3947 )",50419,"(+/- 4304 )",63539,"(+/- 3584 )",64148,"(+/- 4635 )",50272,"(+/- 4417 )",61371,"(+/- 4150 )",28742,"(+/- 3174 )",36198,"(+/- 4171 )",23941,"(+/- 2709 )",98580,"(+/- 5314 )",156197,"(+/- 6953 )",131196,"(+/- 5831 )",113394,"(+/- 4521 )",104105,"(+/- 5066 )",16772,"(+/- 2438 )",170382,"(+/- 6921 )",182815,"(+/- 6360 )",67909,"(+/- 3840 )",57992,"(+/- 3672 )",12707,"(+/- 2374 )",40953,"(+/- 3465 )",33957,"(+/- 3289 )",67292,"(+/- 4025 )",44629,"(+/- 2970 )",64188,"(+/- 3602 )",98030,"(+/- 5545 )",88450,"(+/- 4792 )",23594,"(+/- 2341 )",88611,"(+/- 6032 )",50005,"(+/- 5200 )",30461,"(+/- 2860 )",138261,"(+/- 6097 )",44351,"(+/- 3785 )",23172,"(+/- 2661 )",49549,"(+/- 3645 )",84747,"(+/- 4993 )",37331,"(+/- 2751 )",73724,"(+/- 4498 )",11050,"(+/- 1678 )",31107,"(+/- 3113 )",48980,"(+/- 3965 )",45455,"(+/- 4213 )",16408,"(+/- 2096 )",125109,"(+/- 6038 )",31777,"(+/- 2584 )",53536,"(+/- 3787 )",85260,"(+/- 5143 )",95540,"(+/- 5357 )",55738,"(+/- 4837 )",21543,"(+/- 2653 )",140702,"(+/- 6386 )",80245,"(+/- 5238 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.5,"(+/- 0.8 )",90.8,"(+/- 0.7 )",86.5,"(+/- 1.0 )",92.9,"(+/- 0.7 )",88.4,"(+/- 0.9 )",86.6,"(+/- 1.0 )",91.0,"(+/- 0.8 )",82.7,"(+/- 1.5 )",81.3,"(+/- 1.2 )",81.7,"(+/- 1.3 )",87.6,"(+/- 0.9 )",89.0,"(+/- 0.8 )",88.6,"(+/- 0.9 )",89.1,"(+/- 0.9 )",90.6,"(+/- 0.8 )",68.3,"(+/- 1.3 )",91.6,"(+/- 0.8 )",95.3,"(+/- 0.6 )",82.4,"(+/- 1.2 )",76.3,"(+/- 1.3 )",62.3,"(+/- 1.7 )",82.9,"(+/- 1.2 )",85.0,"(+/- 1.0 )",85.2,"(+/- 1.0 )",84.8,"(+/- 1.2 )",85.5,"(+/- 0.9 )",87.1,"(+/- 0.9 )",89.3,"(+/- 0.8 )",71.3,"(+/- 1.1 )",89.6,"(+/- 1.0 )",82.3,"(+/- 1.2 )",77.9,"(+/- 1.3 )",96.5,"(+/- 0.5 )",70.6,"(+/- 1.2 )",73.4,"(+/- 1.4 )",82.2,"(+/- 1.5 )",80.9,"(+/- 1.1 )",81.2,"(+/- 1.2 )",89.9,"(+/- 0.8 )",57.3,"(+/- 1.4 )",76.6,"(+/- 1.4 )",88.7,"(+/- 1.1 )",78.4,"(+/- 1.3 )",65.8,"(+/- 1.4 )",94.6,"(+/- 0.7 )",70.8,"(+/- 1.4 )",82.2,"(+/- 1.2 )",89.6,"(+/- 1.1 )",90.0,"(+/- 1.0 )",87.8,"(+/- 1.0 )",73.2,"(+/- 1.5 )",95.3,"(+/- 0.7 )",90.8,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",25.8,"(+/- 0.9 )",42.7,"(+/- 1.1 )",27.2,"(+/- 1.3 )",35.2,"(+/- 1.0 )",33.3,"(+/- 1.3 )",29.6,"(+/- 1.2 )",33.7,"(+/- 1.0 )",17.3,"(+/- 1.2 )",22.5,"(+/- 1.2 )",18.0,"(+/- 1.1 )",44.8,"(+/- 1.3 )",60.9,"(+/- 1.3 )",53.8,"(+/- 1.3 )",49.5,"(+/- 1.2 )",48.0,"(+/- 1.2 )",13.2,"(+/- 1.0 )",60.2,"(+/- 1.3 )",65.8,"(+/- 1.5 )",37.1,"(+/- 1.3 )",29.7,"(+/- 1.1 )",10.7,"(+/- 0.8 )",24.5,"(+/- 1.2 )",22.1,"(+/- 1.3 )",35.7,"(+/- 1.2 )",28.2,"(+/- 0.9 )",35.2,"(+/- 1.2 )",45.9,"(+/- 1.4 )",48.1,"(+/- 1.3 )",22.3,"(+/- 1.1 )",45.2,"(+/- 1.4 )",25.9,"(+/- 1.3 )",22.3,"(+/- 1.0 )",66.6,"(+/- 1.4 )",30.3,"(+/- 1.4 )",18.3,"(+/- 1.0 )",24.2,"(+/- 1.3 )",40.2,"(+/- 1.4 )",24.8,"(+/- 0.9 )",43.1,"(+/- 1.4 )",10.1,"(+/- 0.8 )",17.6,"(+/- 1.0 )",26.5,"(+/- 1.4 )",29.7,"(+/- 1.4 )",14.9,"(+/- 1.0 )",56.6,"(+/- 1.4 )",21.1,"(+/- 1.2 )",34.1,"(+/- 1.3 )",44.6,"(+/- 1.3 )",47.2,"(+/- 1.3 )",30.9,"(+/- 1.4 )",15.7,"(+/- 0.9 )",61.0,"(+/- 1.4 )",40.5,"(+/- 1.3 )"

"Source: 2019 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

